geo,text,user
,"RT @timesofindia: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad,…",Anilkum89144062
,"RT @indiatvnews: UP polls: CM Yogi holds door-to-door campaign in Ghaziabad, questions SP's free electricity claim

#UPElections2022 
#Yogi…",Nishaht2
,"RT @ItsAjay_LD: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co/cIqD…",Qt_Aditi
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",honey9834
,"RT @ItsAjay_LD: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co/cIqD…",lodhagautam
,"RT @indiatvnews: UP polls: CM Yogi holds door-to-door campaign in Ghaziabad, questions SP's free electricity claim

#UPElections2022 
#Yogi…",NarendraVashist
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,KhooniBhai
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,vedant_0
,"RT @indiatvnews: UP polls: CM Yogi holds door-to-door campaign in Ghaziabad, questions SP's free electricity claim

#UPElections2022 
#Yogi…",abhaykhurana24
,"RT @ItsAjay_LD: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co/cIqD…",Narendr25121989
,"RT @isaifpatel: Hi @navikakumar - I challenge you to ask the following questions to Yogi Adityanath or any BJP MP/MLA for that matter:

1-…",IamDuSaRa
,"UP polls: CM Yogi holds door-to-door campaign in Ghaziabad, questions SP's free electricity claim

#UPElections2022… https://t.co/6EUaUy1HOU",indiatvnews
,RT @ANINewsUP: All schemes by Modi ji has been implemented by CM Yogi Adityanath till grassroot level. It's the very same Kairana from wher…,rahulgupta065
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",SangbedanBaidy1
,"RT @ANINewsUP: I've come to Kairana for the first time after Jan 2014. After 2014, PM Modi took the axle of UP's development in his hands.…",rahulgupta065
,"RT @ItsAjay_LD: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co/cIqD…",sanatni_hindu
,"RT @MinhazMerchant: #MOTN: When Modi retires to the Himalayas, who is best suited to be his successor as BJP’s prime ministerial candidate?…",rupeshkumar108
